Catégorie,Date de commande,Segment,Objectif de vente
Mobilier,28-09-2013,Grand public,3089
Produits technologiques,28-09-2013,Entreprise individuelle,489
Produits technologiques,28-09-2013,Grand public,1143
Fournitures de bureau,29-09-2013,Entreprise,754
Fournitures de bureau,29-09-2013,Grand public,191
Produits technologiques,29-09-2013,Grand public,2851
Fournitures de bureau,01-10-2013,Entreprise,371
Fournitures de bureau,01-10-2013,Grand public,129
Mobilier,01-10-2013,Entreprise,1797
Mobilier,01-10-2013,Grand public,140
Produits technologiques,01-10-2013,Entreprise,883
Produits technologiques,01-10-2013,Grand public,1140
Produits technologiques,02-10-2013,Entreprise individuelle,88
Fournitures de bureau,03-10-2013,Entreprise,86
Mobilier,03-10-2013,Entreprise,35
Fournitures de bureau,04-10-2013,Entreprise individuelle,195
Fournitures de bureau,04-10-2013,Grand public,69
Mobilier,04-10-2013,Grand public,1629
Produits technologiques,04-10-2013,Grand public,450
Fournitures de bureau,05-10-2013,Entreprise,437
Mobilier,05-10-2013,Entreprise,538
Produits technologiques,05-10-2013,Entreprise,78
Produits technologiques,05-10-2013,Grand public,159
Fournitures de bureau,06-10-2013,Grand public,388
Mobilier,06-10-2013,Grand public,428
Fournitures de bureau,08-10-2013,Grand public,283
Fournitures de bureau,09-10-2013,Grand public,56
Fournitures de bureau,10-10-2013,Entreprise,173
Fournitures de bureau,10-10-2013,Grand public,87
Produits technologiques,10-10-2013,Entreprise individuelle,367
Produits technologiques,10-10-2013,Grand public,681
Fournitures de bureau,11-10-2013,Entreprise,138
Fournitures de bureau,11-10-2013,Entreprise individuelle,336
Produits technologiques,11-10-2013,Entreprise,837
Produits technologiques,11-10-2013,Entreprise individuelle,83
Fournitures de bureau,12-10-2013,Entreprise individuelle,56
Produits technologiques,13-10-2013,Grand public,2722
Fournitures de bureau,15-10-2013,Entreprise,59
Fournitures de bureau,15-10-2013,Grand public,489
Mobilier,15-10-2013,Entreprise,2603
Fournitures de bureau,16-10-2013,Grand public,11
Mobilier,16-10-2013,Grand public,262
Produits technologiques,16-10-2013,Grand public,387
Fournitures de bureau,17-10-2013,Entreprise,557
Fournitures de bureau,17-10-2013,Entreprise individuelle,272
Fournitures de bureau,17-10-2013,Grand public,28
Mobilier,17-10-2013,Entreprise individuelle,373
Mobilier,17-10-2013,Grand public,943
Produits technologiques,17-10-2013,Entreprise individuelle,212
Fournitures de bureau,18-10-2013,Entreprise individuelle,199
Fournitures de bureau,18-10-2013,Grand public,129
Produits technologiques,18-10-2013,Entreprise individuelle,510
Produits technologiques,18-10-2013,Grand public,79
Fournitures de bureau,19-10-2013,Entreprise individuelle,637
Fournitures de bureau,19-10-2013,Grand public,104
Fournitures de bureau,20-10-2013,Grand public,41
Mobilier,20-10-2013,Grand public,782
Fournitures de bureau,21-10-2013,Grand public,169
Fournitures de bureau,22-10-2013,Entreprise,110
Fournitures de bureau,22-10-2013,Grand public,12
Mobilier,22-10-2013,Entreprise,528
Mobilier,22-10-2013,Entreprise individuelle,662
Fournitures de bureau,23-10-2013,Entreprise,103
Mobilier,23-10-2013,Entreprise,693
Fournitures de bureau,24-10-2013,Entreprise,978
Mobilier,24-10-2013,Entreprise,318
Produits technologiques,24-10-2013,Entreprise,229
Fournitures de bureau,25-10-2013,Entreprise individuelle,439
Produits technologiques,25-10-2013,Entreprise individuelle,275
Fournitures de bureau,26-10-2013,Entreprise individuelle,199
Produits technologiques,26-10-2013,Entreprise individuelle,334
Fournitures de bureau,27-10-2013,Entreprise,237
Fournitures de bureau,27-10-2013,Grand public,466
Mobilier,27-10-2013,Grand public,1322
Mobilier,29-10-2013,Grand public,205
Fournitures de bureau,30-10-2013,Entreprise,316
Fournitures de bureau,30-10-2013,Entreprise individuelle,250
Fournitures de bureau,30-10-2013,Grand public,773
Mobilier,30-10-2013,Entreprise,451
Mobilier,30-10-2013,Entreprise individuelle,40
Mobilier,30-10-2013,Grand public,771
Produits technologiques,30-10-2013,Entreprise,1169
Produits technologiques,30-10-2013,Entreprise individuelle,613
Produits technologiques,30-10-2013,Grand public,1413
Fournitures de bureau,31-10-2013,Entreprise,1248
Fournitures de bureau,31-10-2013,Grand public,223
Fournitures de bureau,01-11-2013,Entreprise,429
Fournitures de bureau,01-11-2013,Entreprise individuelle,91
Fournitures de bureau,01-11-2013,Grand public,130
Fournitures de bureau,02-11-2013,Entreprise,134
Fournitures de bureau,02-11-2013,Entreprise individuelle,123
Fournitures de bureau,02-11-2013,Grand public,515
Mobilier,02-11-2013,Grand public,2174
Produits technologiques,02-11-2013,Grand public,639
Fournitures de bureau,03-11-2013,Entreprise individuelle,43
Fournitures de bureau,03-11-2013,Grand public,178
Produits technologiques,03-11-2013,Entreprise individuelle,618
Fournitures de bureau,05-11-2013,Entreprise,744
Fournitures de bureau,05-11-2013,Entreprise individuelle,68
Fournitures de bureau,05-11-2013,Grand public,40
Mobilier,05-11-2013,Entreprise,145
Mobilier,05-11-2013,Entreprise individuelle,799
Mobilier,05-11-2013,Grand public,274
Produits technologiques,05-11-2013,Entreprise individuelle,813
Fournitures de bureau,06-11-2013,Entreprise,100
Fournitures de bureau,06-11-2013,Grand public,1742
Produits technologiques,06-11-2013,Grand public,204
Fournitures de bureau,07-11-2013,Entreprise,70
Fournitures de bureau,07-11-2013,Entreprise individuelle,118
Fournitures de bureau,07-11-2013,Grand public,109
Produits technologiques,07-11-2013,Entreprise,351
Fournitures de bureau,08-11-2013,Entreprise,655
Fournitures de bureau,08-11-2013,Grand public,807
Produits technologiques,08-11-2013,Entreprise,551
Fournitures de bureau,09-11-2013,Entreprise,206
Fournitures de bureau,09-11-2013,Grand public,351
Mobilier,09-11-2013,Entreprise,206
Mobilier,09-11-2013,Grand public,198
Produits technologiques,09-11-2013,Entreprise,1498
Fournitures de bureau,10-11-2013,Entreprise,358
Fournitures de bureau,10-11-2013,Grand public,1894
Mobilier,10-11-2013,Entreprise,2284
Mobilier,10-11-2013,Grand public,414
Produits technologiques,10-11-2013,Entreprise,325
Produits technologiques,10-11-2013,Grand public,1953
Fournitures de bureau,12-11-2013,Entreprise,100
Fournitures de bureau,12-11-2013,Entreprise individuelle,239
Fournitures de bureau,12-11-2013,Grand public,250
Mobilier,12-11-2013,Entreprise,732
Mobilier,12-11-2013,Entreprise individuelle,1170
Mobilier,12-11-2013,Grand public,771
Produits technologiques,12-11-2013,Entreprise individuelle,85
Produits technologiques,12-11-2013,Grand public,648
Fournitures de bureau,13-11-2013,Entreprise,860
Fournitures de bureau,13-11-2013,Entreprise individuelle,24
Fournitures de bureau,13-11-2013,Grand public,3199
Mobilier,13-11-2013,Entreprise individuelle,436
Produits technologiques,13-11-2013,Grand public,329
Fournitures de bureau,14-11-2013,Entreprise,23
Fournitures de bureau,14-11-2013,Entreprise individuelle,417
Mobilier,14-11-2013,Entreprise individuelle,381
Produits technologiques,14-11-2013,Entreprise individuelle,716
Fournitures de bureau,15-11-2013,Entreprise,1870
Fournitures de bureau,15-11-2013,Grand public,119
Mobilier,15-11-2013,Entreprise,68
Produits technologiques,15-11-2013,Entreprise,720
Fournitures de bureau,16-11-2013,Entreprise,234
Fournitures de bureau,16-11-2013,Entreprise individuelle,168
Fournitures de bureau,16-11-2013,Grand public,490
Mobilier,16-11-2013,Entreprise,261
Produits technologiques,16-11-2013,Entreprise individuelle,299
Produits technologiques,16-11-2013,Grand public,2196
Fournitures de bureau,17-11-2013,Entreprise,43
Fournitures de bureau,17-11-2013,Entreprise individuelle,36
Mobilier,17-11-2013,Grand public,346
Produits technologiques,17-11-2013,Grand public,76
Fournitures de bureau,19-11-2013,Entreprise,513
Fournitures de bureau,19-11-2013,Entreprise individuelle,53
Fournitures de bureau,19-11-2013,Grand public,214
Produits technologiques,19-11-2013,Entreprise individuelle,857
Fournitures de bureau,20-11-2013,Entreprise,210
Fournitures de bureau,20-11-2013,Entreprise individuelle,566
Fournitures de bureau,20-11-2013,Grand public,231
Mobilier,20-11-2013,Entreprise,973
Produits technologiques,20-11-2013,Entreprise individuelle,1257
Produits technologiques,20-11-2013,Grand public,771
Fournitures de bureau,21-11-2013,Entreprise,88
Fournitures de bureau,21-11-2013,Grand public,738
Mobilier,21-11-2013,Grand public,108
Produits technologiques,21-11-2013,Grand public,1530
Fournitures de bureau,22-11-2013,Entreprise,196
Fournitures de bureau,22-11-2013,Entreprise individuelle,13
Fournitures de bureau,22-11-2013,Grand public,659
Mobilier,22-11-2013,Grand public,731
Produits technologiques,22-11-2013,Entreprise,190
Fournitures de bureau,23-11-2013,Entreprise,1163
Mobilier,23-11-2013,Entreprise,992
Mobilier,23-11-2013,Grand public,1076
Produits technologiques,23-11-2013,Entreprise,2220
Produits technologiques,23-11-2013,Grand public,350
Fournitures de bureau,24-11-2013,Grand public,1571
Mobilier,24-11-2013,Entreprise,223
Mobilier,24-11-2013,Grand public,105
Fournitures de bureau,25-11-2013,Entreprise,194
Fournitures de bureau,26-11-2013,Entreprise individuelle,255
Fournitures de bureau,26-11-2013,Grand public,337
Mobilier,26-11-2013,Entreprise individuelle,406
Produits technologiques,26-11-2013,Entreprise,201
Fournitures de bureau,27-11-2013,Entreprise,106
Fournitures de bureau,27-11-2013,Grand public,327
Mobilier,27-11-2013,Entreprise,328
Mobilier,27-11-2013,Grand public,133
Produits technologiques,27-11-2013,Entreprise,258
Fournitures de bureau,28-11-2013,Grand public,482
Fournitures de bureau,29-11-2013,Entreprise,226
Fournitures de bureau,29-11-2013,Grand public,443
Mobilier,29-11-2013,Grand public,78
Produits technologiques,29-11-2013,Entreprise,1595
Fournitures de bureau,30-11-2013,Entreprise individuelle,107
Fournitures de bureau,30-11-2013,Grand public,38
Mobilier,30-11-2013,Entreprise individuelle,378
Fournitures de bureau,01-12-2013,Grand public,1730
Mobilier,01-12-2013,Grand public,710
Produits technologiques,01-12-2013,Grand public,885
Fournitures de bureau,03-12-2013,Entreprise,180
Fournitures de bureau,03-12-2013,Entreprise individuelle,175
Fournitures de bureau,03-12-2013,Grand public,985
Mobilier,03-12-2013,Entreprise,1098
Mobilier,03-12-2013,Grand public,982
Produits technologiques,03-12-2013,Entreprise individuelle,1261
Fournitures de bureau,04-12-2013,Entreprise,56
Fournitures de bureau,04-12-2013,Entreprise individuelle,490
Fournitures de bureau,04-12-2013,Grand public,677
Mobilier,04-12-2013,Entreprise individuelle,203
Mobilier,04-12-2013,Grand public,116
Produits technologiques,04-12-2013,Entreprise,263
Produits technologiques,04-12-2013,Grand public,728
Fournitures de bureau,05-12-2013,Entreprise,502
Fournitures de bureau,05-12-2013,Entreprise individuelle,139
Fournitures de bureau,05-12-2013,Grand public,217
Mobilier,05-12-2013,Entreprise,232
Produits technologiques,05-12-2013,Entreprise,548
Fournitures de bureau,06-12-2013,Entreprise,76
Fournitures de bureau,06-12-2013,Entreprise individuelle,93
Fournitures de bureau,06-12-2013,Grand public,188
Fournitures de bureau,07-12-2013,Entreprise,518
Fournitures de bureau,07-12-2013,Entreprise individuelle,348
Produits technologiques,07-12-2013,Entreprise,1176
Fournitures de bureau,10-12-2013,Entreprise,63
Fournitures de bureau,10-12-2013,Grand public,554
Mobilier,10-12-2013,Entreprise,153
Mobilier,10-12-2013,Grand public,934
Produits technologiques,10-12-2013,Grand public,80
Fournitures de bureau,11-12-2013,Grand public,53
Mobilier,11-12-2013,Grand public,846
Fournitures de bureau,12-12-2013,Entreprise,94
Fournitures de bureau,12-12-2013,Entreprise individuelle,138
Fournitures de bureau,12-12-2013,Grand public,183
Mobilier,12-12-2013,Entreprise,195
Mobilier,12-12-2013,Grand public,168
Produits technologiques,12-12-2013,Grand public,144
Fournitures de bureau,13-12-2013,Grand public,1598
Mobilier,13-12-2013,Grand public,22
Produits technologiques,13-12-2013,Grand public,7838
Fournitures de bureau,14-12-2013,Entreprise individuelle,45
Fournitures de bureau,14-12-2013,Grand public,314
Mobilier,14-12-2013,Grand public,1099
Produits technologiques,14-12-2013,Grand public,1103
Fournitures de bureau,15-12-2013,Entreprise,39
Fournitures de bureau,15-12-2013,Entreprise individuelle,170
Fournitures de bureau,15-12-2013,Grand public,673
Fournitures de bureau,17-12-2013,Entreprise,563
Fournitures de bureau,17-12-2013,Entreprise individuelle,897
Fournitures de bureau,17-12-2013,Grand public,225
Mobilier,17-12-2013,Entreprise,242
Produits technologiques,17-12-2013,Entreprise,1729
Fournitures de bureau,18-12-2013,Entreprise,906
Fournitures de bureau,18-12-2013,Grand public,371
Mobilier,18-12-2013,Entreprise individuelle,271
Mobilier,18-12-2013,Grand public,148
Produits technologiques,18-12-2013,Grand public,105
Fournitures de bureau,19-12-2013,Entreprise,16
Fournitures de bureau,19-12-2013,Grand public,117
Mobilier,19-12-2013,Entreprise individuelle,1869
Produits technologiques,19-12-2013,Grand public,1016
Fournitures de bureau,20-12-2013,Entreprise,201
Fournitures de bureau,20-12-2013,Grand public,3954
Mobilier,20-12-2013,Entreprise,207
Mobilier,20-12-2013,Grand public,961
Produits technologiques,20-12-2013,Entreprise,1580
Produits technologiques,20-12-2013,Grand public,1645
Fournitures de bureau,21-12-2013,Grand public,2494
Mobilier,21-12-2013,Entreprise,449
Mobilier,21-12-2013,Grand public,861
Produits technologiques,21-12-2013,Grand public,115
Fournitures de bureau,22-12-2013,Entreprise,389
Fournitures de bureau,22-12-2013,Entreprise individuelle,40
Fournitures de bureau,22-12-2013,Grand public,232
Mobilier,22-12-2013,Grand public,345
Produits technologiques,22-12-2013,Entreprise,60
Produits technologiques,22-12-2013,Entreprise individuelle,812
Produits technologiques,22-12-2013,Grand public,776
Fournitures de bureau,24-12-2013,Entreprise,129
Fournitures de bureau,24-12-2013,Grand public,989
Fournitures de bureau,25-12-2013,Entreprise,193
Fournitures de bureau,25-12-2013,Grand public,3493
Mobilier,25-12-2013,Entreprise,464
Mobilier,25-12-2013,Grand public,493
Produits technologiques,25-12-2013,Grand public,242
Fournitures de bureau,26-12-2013,Entreprise,79
Fournitures de bureau,26-12-2013,Grand public,1361
Mobilier,26-12-2013,Grand public,1742
Produits technologiques,26-12-2013,Grand public,1442
Fournitures de bureau,27-12-2013,Entreprise,230
Fournitures de bureau,27-12-2013,Entreprise individuelle,2239
Fournitures de bureau,27-12-2013,Grand public,1193
Mobilier,27-12-2013,Entreprise individuelle,467
Produits technologiques,27-12-2013,Entreprise,714
Produits technologiques,27-12-2013,Grand public,1276
Fournitures de bureau,28-12-2013,Entreprise,155
Fournitures de bureau,28-12-2013,Entreprise individuelle,1297
Fournitures de bureau,28-12-2013,Grand public,267
Produits technologiques,28-12-2013,Entreprise,1400
Produits technologiques,28-12-2013,Grand public,289
Fournitures de bureau,29-12-2013,Entreprise,291
Fournitures de bureau,29-12-2013,Entreprise individuelle,53
Fournitures de bureau,29-12-2013,Grand public,416
Fournitures de bureau,30-12-2013,Grand public,175
Fournitures de bureau,31-12-2013,Entreprise,201
Fournitures de bureau,31-12-2013,Entreprise individuelle,757
Fournitures de bureau,31-12-2013,Grand public,1953
Mobilier,31-12-2013,Grand public,512
Produits technologiques,31-12-2013,Entreprise individuelle,218
Produits technologiques,31-12-2013,Grand public,228
Fournitures de bureau,01-01-2014,Grand public,708
Fournitures de bureau,02-01-2014,Entreprise,298
Fournitures de bureau,02-01-2014,Grand public,1603
Mobilier,02-01-2014,Grand public,1379
